OrderID,Date,Year,Quarter,Month,Region,Segment,Channel,Category,Product,SalesRep,Units,UnitPrice,Revenue,Cost,Profit
ORD-1387,2024-02-21,2024,Q1,Feb,East,Enterprise,Online,Services,Consulting,C. Mehta,27,974.65,26315.55,17542.25,8773.3
ORD-1388,2024-06-01,2024,Q2,Jun,South,Enterprise,Direct,Software,BI License,C. Mehta,26,1371.67,35663.42,25034.16,10629.26
ORD-1389,2024-01-02,2024,Q1,Jan,South,SMB,Direct,Services,Consulting,F. Shah,39,870.56,33951.84,16266.19,17685.65
ORD-1390,2024-05-29,2024,Q2,May,East,Enterprise,Direct,Software,Analytics Add-on,F. Shah,20,1525.11,30502.2,18035.44,12466.76
ORD-1391,2024-10-05,2024,Q4,Oct,East,SMB,Partner,Services,Consulting,D. Iyer,25,817.31,20432.75,11927.26,8505.49
ORD-1392,2024-05-14,2024,Q2,May,North,Consumer,Direct,Software,Analytics Add-on,F. Shah,4,1068.81,4275.24,2817.13,1458.11
ORD-1393,2024-06-25,2024,Q2,Jun,West,Consumer,Online,Hardware,Workstation,F. Shah,15,509.47,7642.05,5366.55,2275.5
ORD-1394,2024-08-31,2024,Q3,Aug,North,SMB,Online,Hardware,Server,E. Nair,20,381.32,7626.4,5497.36,2129.04
ORD-1395,2024-09-21,2024,Q3,Sep,South,Consumer,Direct,Hardware,Peripheral,B. Khan,10,392.48,3924.8,2657.7,1267.1
ORD-1396,2024-04-08,2024,Q2,Apr,South,SMB,Online,Software,BI License,C. Mehta,6,1671.56,10029.36,5823.23,4206.13
ORD-1397,2024-06-12,2024,Q2,Jun,East,Enterprise,Online,Hardware,Server,D. Iyer,25,510.22,12755.5,7852.49,4903.01
ORD-1398,2024-01-07,2024,Q1,Jan,South,Consumer,Direct,Hardware,Peripheral,E. Nair,34,571.06,19416.04,9392.62,10023.42
ORD-1399,2024-10-28,2024,Q4,Oct,East,Enterprise,Partner,Hardware,Server,C. Mehta,37,570.48,21107.76,14474.09,6633.67
ORD-1400,2024-07-15,2024,Q3,Jul,West,Consumer,Direct,Hardware,Workstation,E. Nair,39,487.72,19021.08,9542.11,9478.97
ORD-1401,2024-11-07,2024,Q4,Nov,South,SMB,Direct,Hardware,Peripheral,F. Shah,3,466.86,1400.58,999.58,401.0
ORD-1402,2024-08-31,2024,Q3,Aug,East,Enterprise,Partner,Services,Training,F. Shah,22,1032.35,22711.7,12285.13,10426.57
ORD-1403,2024-12-16,2024,Q4,Dec,East,Enterprise,Partner,Software,BI License,F. Shah,20,1661.44,33228.8,19370.17,13858.63
ORD-1404,2024-08-01,2024,Q3,Aug,West,Enterprise,Online,Hardware,Peripheral,D. Iyer,13,479.26,6230.38,4510.98,1719.4
ORD-1405,2024-09-21,2024,Q3,Sep,West,Consumer,Direct,Services,Consulting,E. Nair,11,671.5,7386.5,4896.3,2490.2
ORD-1406,2024-10-18,2024,Q4,Oct,West,Enterprise,Direct,Software,BI License,C. Mehta,13,1562.62,20314.06,10661.78,9652.28
ORD-1407,2024-12-26,2024,Q4,Dec,North,SMB,Online,Software,Analytics Add-on,A. Rao,30,1323.69,39710.7,25439.59,14271.11
ORD-1408,2024-05-03,2024,Q2,May,East,Consumer,Partner,Services,Training,B. Khan,29,725.24,21031.96,14956.76,6075.2
ORD-1409,2024-05-12,2024,Q2,May,South,Enterprise,Direct,Hardware,Peripheral,F. Shah,19,367.41,6980.79,3245.34,3735.45
ORD-1410,2024-04-25,2024,Q2,Apr,North,SMB,Partner,Hardware,Server,B. Khan,27,498.59,13461.93,9549.74,3912.19
ORD-1411,2024-11-27,2024,Q4,Nov,East,Enterprise,Online,Software,Support Plan,F. Shah,15,1141.72,17125.8,11842.93,5282.87
ORD-1412,2024-11-25,2024,Q4,Nov,East,SMB,Online,Services,Training,E. Nair,23,860.32,19787.36,10199.65,9587.71
ORD-1413,2024-11-15,2024,Q4,Nov,East,Enterprise,Online,Services,Implementation,F. Shah,1,885.53,885.53,574.45,311.08
ORD-1414,2024-10-31,2024,Q4,Oct,East,SMB,Online,Hardware,Workstation,C. Mehta,7,490.07,3430.49,1889.81,1540.68
ORD-1415,2024-05-21,2024,Q2,May,South,Consumer,Direct,Services,Implementation,E. Nair,20,730.41,14608.2,8840.71,5767.49
ORD-1416,2024-07-25,2024,Q3,Jul,East,Consumer,Partner,Hardware,Workstation,D. Iyer,9,554.75,4992.75,3228.41,1764.34
ORD-1417,2024-07-26,2024,Q3,Jul,South,Enterprise,Partner,Services,Implementation,F. Shah,38,979.87,37235.06,23145.79,14089.27
ORD-1418,2024-12-31,2024,Q4,Dec,East,Consumer,Direct,Software,Support Plan,F. Shah,31,1612.7,49993.7,32573.92,17419.78
ORD-1419,2024-10-12,2024,Q4,Oct,South,Enterprise,Online,Software,Analytics Add-on,C. Mehta,31,1052.12,32615.72,17207.91,15407.81
ORD-1420,2024-12-01,2024,Q4,Dec,East,SMB,Partner,Software,BI License,C. Mehta,15,1495.83,22437.45,12163.92,10273.53
ORD-1421,2024-10-26,2024,Q4,Oct,North,Enterprise,Partner,Services,Training,B. Khan,31,665.76,20638.56,13215.26,7423.3
ORD-1422,2024-09-13,2024,Q3,Sep,South,SMB,Direct,Software,Support Plan,B. Khan,34,1174.82,39943.88,18622.58,21321.3
ORD-1423,2024-06-24,2024,Q2,Jun,North,SMB,Partner,Services,Implementation,C. Mehta,10,791.86,7918.6,5263.5,2655.1
ORD-1424,2024-11-19,2024,Q4,Nov,South,Consumer,Online,Software,Analytics Add-on,B. Khan,4,963.39,3853.56,2050.32,1803.24
ORD-1425,2024-09-07,2024,Q3,Sep,West,Consumer,Partner,Software,BI License,A. Rao,28,1416.11,39651.08,22641.48,17009.6
ORD-1426,2024-01-20,2024,Q1,Jan,South,Consumer,Direct,Hardware,Server,F. Shah,24,616.52,14796.48,10617.98,4178.5
ORD-1427,2024-01-03,2024,Q1,Jan,South,Enterprise,Direct,Hardware,Peripheral,D. Iyer,15,547.25,8208.75,4541.94,3666.81
ORD-1428,2024-09-14,2024,Q3,Sep,East,Enterprise,Partner,Hardware,Workstation,F. Shah,5,582.44,2912.2,1571.02,1341.18
ORD-1429,2024-09-23,2024,Q3,Sep,East,SMB,Partner,Hardware,Peripheral,C. Mehta,28,599.75,16793.0,12571.94,4221.06
ORD-1430,2024-04-06,2024,Q2,Apr,South,Enterprise,Online,Software,Analytics Add-on,A. Rao,15,1121.51,16822.65,12540.68,4281.97
ORD-1431,2024-10-28,2024,Q4,Oct,West,Enterprise,Online,Hardware,Server,C. Mehta,24,552.0,13248.0,9109.83,4138.17
ORD-1432,2024-09-30,2024,Q3,Sep,North,Consumer,Direct,Hardware,Server,F. Shah,4,538.73,2154.92,1392.23,762.69
ORD-1433,2024-02-29,2024,Q1,Feb,South,SMB,Direct,Services,Training,F. Shah,8,902.7,7221.6,4277.49,2944.11
ORD-1434,2024-12-17,2024,Q4,Dec,East,SMB,Online,Hardware,Server,E. Nair,27,538.65,14543.55,9435.05,5108.5
ORD-1435,2024-12-24,2024,Q4,Dec,North,Enterprise,Direct,Software,Analytics Add-on,D. Iyer,33,1477.51,48757.83,23663.17,25094.66
ORD-1436,2024-04-11,2024,Q2,Apr,West,SMB,Partner,Hardware,Server,B. Khan,34,622.74,21173.16,11801.42,9371.74
ORD-1437,2024-01-21,2024,Q1,Jan,North,Enterprise,Direct,Hardware,Workstation,E. Nair,31,449.26,13927.06,6278.62,7648.44
ORD-1438,2024-12-08,2024,Q4,Dec,East,Enterprise,Online,Services,Consulting,B. Khan,33,676.02,22308.66,14881.5,7427.16
ORD-1439,2024-08-21,2024,Q3,Aug,North,SMB,Partner,Services,Training,C. Mehta,4,687.91,2751.64,1382.45,1369.19
ORD-1440,2024-12-12,2024,Q4,Dec,North,Consumer,Direct,Services,Training,B. Khan,8,685.6,5484.8,3715.74,1769.06
ORD-1441,2024-12-05,2024,Q4,Dec,East,SMB,Online,Hardware,Server,A. Rao,23,601.52,13834.96,10189.82,3645.14
ORD-1442,2024-07-09,2024,Q3,Jul,West,Enterprise,Online,Services,Consulting,D. Iyer,26,832.12,21635.12,12698.98,8936.14
ORD-1443,2024-08-03,2024,Q3,Aug,South,Enterprise,Direct,Hardware,Server,D. Iyer,9,547.97,4931.73,2306.05,2625.68
ORD-1444,2024-10-29,2024,Q4,Oct,East,Consumer,Online,Services,Implementation,A. Rao,29,727.01,21083.29,11889.4,9193.89
ORD-1445,2024-12-16,2024,Q4,Dec,North,SMB,Direct,Hardware,Server,C. Mehta,32,390.49,12495.68,7164.84,5330.84
ORD-1446,2024-12-01,2024,Q4,Dec,South,Consumer,Online,Services,Consulting,C. Mehta,34,1008.41,34285.94,21359.96,12925.98
ORD-1447,2024-09-22,2024,Q3,Sep,South,Consumer,Partner,Hardware,Peripheral,C. Mehta,40,385.72,15428.8,10005.79,5423.01
ORD-1448,2024-12-05,2024,Q4,Dec,North,SMB,Direct,Hardware,Peripheral,F. Shah,10,586.54,5865.4,3621.9,2243.5
ORD-1449,2024-03-21,2024,Q1,Mar,South,SMB,Partner,Hardware,Workstation,C. Mehta,11,380.21,4182.31,2498.91,1683.4
ORD-1450,2024-01-26,2024,Q1,Jan,West,Consumer,Partner,Hardware,Server,E. Nair,25,468.88,11722.0,6101.3,5620.7
ORD-1451,2024-08-17,2024,Q3,Aug,North,SMB,Direct,Software,Analytics Add-on,D. Iyer,21,1045.47,21954.87,13155.62,8799.25
ORD-1452,2024-07-30,2024,Q3,Jul,East,Consumer,Online,Software,Support Plan,E. Nair,1,1554.65,1554.65,1068.88,485.77
ORD-1453,2024-04-15,2024,Q2,Apr,South,SMB,Partner,Hardware,Peripheral,C. Mehta,22,458.1,10078.2,4699.29,5378.91
ORD-1454,2024-10-13,2024,Q4,Oct,South,SMB,Direct,Hardware,Peripheral,C. Mehta,24,553.3,13279.2,6429.88,6849.32
ORD-1455,2024-06-30,2024,Q2,Jun,South,Consumer,Partner,Hardware,Workstation,B. Khan,34,460.95,15672.3,7552.43,8119.87
ORD-1456,2024-07-28,2024,Q3,Jul,West,Consumer,Direct,Software,Analytics Add-on,D. Iyer,13,1095.03,14235.39,10378.52,3856.87
ORD-1457,2024-04-07,2024,Q2,Apr,North,Enterprise,Partner,Hardware,Workstation,D. Iyer,27,372.56,10059.12,6437.56,3621.56
ORD-1458,2024-12-03,2024,Q4,Dec,West,Enterprise,Online,Hardware,Peripheral,D. Iyer,32,361.17,11557.44,7753.47,3803.97
ORD-1459,2024-09-17,2024,Q3,Sep,West,Consumer,Online,Software,Support Plan,E. Nair,12,1485.96,17831.52,8710.96,9120.56
ORD-1460,2024-11-06,2024,Q4,Nov,South,SMB,Partner,Services,Implementation,D. Iyer,27,1110.16,29974.32,21724.58,8249.74
ORD-1461,2024-06-24,2024,Q2,Jun,East,Enterprise,Online,Services,Training,E. Nair,9,838.12,7543.08,4978.47,2564.61
ORD-1462,2024-06-09,2024,Q2,Jun,East,Consumer,Online,Hardware,Peripheral,C. Mehta,14,414.24,5799.36,3695.64,2103.72
ORD-1463,2024-12-10,2024,Q4,Dec,East,Consumer,Online,Software,Support Plan,A. Rao,12,1322.8,15873.6,10449.49,5424.11
ORD-1464,2024-06-29,2024,Q2,Jun,East,Consumer,Partner,Hardware,Workstation,A. Rao,37,614.52,22737.24,15075.63,7661.61
ORD-1465,2024-09-24,2024,Q3,Sep,East,SMB,Direct,Software,BI License,C. Mehta,10,998.21,9982.1,4661.46,5320.64
ORD-1466,2024-12-15,2024,Q4,Dec,East,Enterprise,Partner,Services,Consulting,A. Rao,19,737.92,14020.48,8585.46,5435.02
ORD-1467,2024-11-11,2024,Q4,Nov,South,Consumer,Online,Hardware,Peripheral,F. Shah,15,560.45,8406.75,5198.58,3208.17
ORD-1468,2024-05-27,2024,Q2,May,East,Enterprise,Online,Hardware,Peripheral,A. Rao,25,464.64,11616.0,8561.12,3054.88
ORD-1469,2024-01-07,2024,Q1,Jan,West,Enterprise,Direct,Hardware,Workstation,F. Shah,40,594.59,23783.6,16841.96,6941.64
ORD-1470,2024-12-26,2024,Q4,Dec,South,SMB,Partner,Hardware,Peripheral,D. Iyer,38,507.59,19288.42,12171.3,7117.12
ORD-1471,2024-03-31,2024,Q1,Mar,North,Enterprise,Partner,Hardware,Server,C. Mehta,12,558.47,6701.64,3255.7,3445.94
ORD-1472,2024-10-11,2024,Q4,Oct,West,Enterprise,Online,Services,Consulting,B. Khan,38,1046.09,39751.42,17955.46,21795.96
ORD-1473,2024-01-21,2024,Q1,Jan,East,Consumer,Partner,Software,Analytics Add-on,E. Nair,4,1517.04,6068.16,3869.12,2199.04
ORD-1474,2024-10-08,2024,Q4,Oct,North,Consumer,Online,Services,Consulting,B. Khan,21,892.19,18735.99,13810.23,4925.76
ORD-1475,2024-07-31,2024,Q3,Jul,East,SMB,Partner,Hardware,Peripheral,C. Mehta,6,454.34,2726.04,1949.17,776.87
ORD-1476,2024-05-30,2024,Q2,May,North,Consumer,Direct,Software,Support Plan,F. Shah,31,1677.57,52004.67,36252.79,15751.88
ORD-1477,2024-06-26,2024,Q2,Jun,North,Consumer,Online,Services,Consulting,C. Mehta,40,1080.93,43237.2,22619.46,20617.74
ORD-1478,2024-07-14,2024,Q3,Jul,East,SMB,Online,Software,Analytics Add-on,E. Nair,35,1481.26,51844.1,23714.1,28130.0
ORD-1479,2024-08-16,2024,Q3,Aug,North,SMB,Direct,Services,Consulting,E. Nair,13,793.75,10318.75,4898.35,5420.4
ORD-1480,2024-09-30,2024,Q3,Sep,West,Enterprise,Direct,Software,Support Plan,B. Khan,14,1442.64,20196.96,13775.84,6421.12
ORD-1481,2024-10-02,2024,Q4,Oct,West,SMB,Online,Hardware,Peripheral,C. Mehta,5,561.66,2808.3,1393.27,1415.03
ORD-1482,2024-01-20,2024,Q1,Jan,South,Enterprise,Partner,Software,BI License,D. Iyer,12,1531.83,18381.96,11349.49,7032.47
ORD-1483,2024-07-17,2024,Q3,Jul,North,SMB,Online,Services,Implementation,A. Rao,28,791.87,22172.36,12568.41,9603.95
ORD-1484,2024-11-24,2024,Q4,Nov,East,Enterprise,Online,Hardware,Peripheral,A. Rao,38,372.29,14147.02,9966.23,4180.79
ORD-1485,2024-05-28,2024,Q2,May,West,Consumer,Partner,Hardware,Workstation,F. Shah,6,436.01,2616.06,1904.51,711.55
ORD-1486,2024-01-16,2024,Q1,Jan,East,Consumer,Online,Services,Consulting,B. Khan,15,705.46,10581.9,6003.09,4578.81
ORD-1487,2024-06-01,2024,Q2,Jun,South,Consumer,Direct,Hardware,Peripheral,A. Rao,24,618.5,14844.0,6729.45,8114.55
ORD-1488,2024-01-03,2024,Q1,Jan,South,SMB,Online,Hardware,Peripheral,F. Shah,35,507.83,17774.05,8452.24,9321.81
ORD-1489,2024-06-25,2024,Q2,Jun,East,Consumer,Direct,Software,Analytics Add-on,A. Rao,33,1062.57,35064.81,17714.67,17350.14
ORD-1490,2024-04-02,2024,Q2,Apr,East,Enterprise,Online,Hardware,Peripheral,A. Rao,36,484.54,17443.44,10725.96,6717.48
ORD-1491,2024-05-08,2024,Q2,May,South,Consumer,Online,Software,BI License,F. Shah,38,1310.78,49809.64,27358.21,22451.43
ORD-1492,2024-04-30,2024,Q2,Apr,West,Consumer,Partner,Software,Analytics Add-on,E. Nair,5,1608.09,8040.45,4384.75,3655.7
ORD-1493,2024-12-03,2024,Q4,Dec,East,Consumer,Partner,Services,Implementation,B. Khan,10,911.46,9114.6,5098.23,4016.37
ORD-1494,2024-01-03,2024,Q1,Jan,East,Enterprise,Partner,Services,Consulting,D. Iyer,28,772.81,21638.68,12071.05,9567.63
ORD-1495,2024-08-16,2024,Q3,Aug,North,SMB,Partner,Services,Training,B. Khan,36,692.24,24920.64,16040.56,8880.08
ORD-1496,2024-10-02,2024,Q4,Oct,North,Consumer,Online,Software,Analytics Add-on,E. Nair,5,1483.75,7418.75,5323.93,2094.82
ORD-1497,2024-07-26,2024,Q3,Jul,West,Enterprise,Online,Hardware,Server,B. Khan,36,430.37,15493.32,11127.24,4366.08
ORD-1498,2024-07-06,2024,Q3,Jul,North,Consumer,Partner,Services,Consulting,C. Mehta,19,704.26,13380.94,8033.07,5347.87
ORD-1499,2024-09-14,2024,Q3,Sep,South,Enterprise,Partner,Software,Support Plan,B. Khan,40,1452.6,58104.0,39345.81,18758.19
ORD-1500,2024-04-01,2024,Q2,Apr,East,Consumer,Direct,Hardware,Peripheral,B. Khan,10,558.7,5587.0,3324.55,2262.45
ORD-1501,2024-09-06,2024,Q3,Sep,East,SMB,Partner,Software,BI License,D. Iyer,24,1128.49,27083.76,17620.04,9463.72
ORD-1502,2024-08-20,2024,Q3,Aug,East,Consumer,Online,Software,BI License,C. Mehta,21,1034.32,21720.72,16084.9,5635.82
ORD-1503,2024-10-23,2024,Q4,Oct,North,Enterprise,Online,Hardware,Peripheral,C. Mehta,25,536.49,13412.25,7505.35,5906.9
ORD-1504,2024-07-11,2024,Q3,Jul,West,SMB,Online,Software,Support Plan,A. Rao,23,1548.41,35613.43,19712.38,15901.05
ORD-1505,2024-09-13,2024,Q3,Sep,South,Enterprise,Direct,Software,Analytics Add-on,B. Khan,15,1015.5,15232.5,9795.15,5437.35
ORD-1506,2024-03-21,2024,Q1,Mar,East,Consumer,Online,Services,Implementation,A. Rao,8,957.33,7658.64,4399.0,3259.64
ORD-1507,2024-09-03,2024,Q3,Sep,West,SMB,Direct,Hardware,Workstation,B. Khan,14,519.51,7273.14,4685.2,2587.94
ORD-1508,2024-01-23,2024,Q1,Jan,South,Consumer,Direct,Software,Support Plan,B. Khan,11,1057.0,11627.0,7020.3,4606.7
ORD-1509,2024-05-12,2024,Q2,May,East,SMB,Direct,Software,Support Plan,B. Khan,39,1657.86,64656.54,41463.39,23193.15
ORD-1510,2024-08-17,2024,Q3,Aug,South,SMB,Online,Hardware,Workstation,B. Khan,11,419.23,4611.53,2643.47,1968.06
ORD-1511,2024-11-15,2024,Q4,Nov,West,SMB,Online,Hardware,Peripheral,E. Nair,11,555.53,6110.83,3378.08,2732.75
ORD-1512,2024-02-05,2024,Q1,Feb,West,SMB,Direct,Software,Analytics Add-on,E. Nair,9,1038.17,9343.53,4771.78,4571.75
ORD-1513,2024-02-19,2024,Q1,Feb,North,Consumer,Direct,Software,Analytics Add-on,D. Iyer,39,988.11,38536.29,26403.54,12132.75
ORD-1514,2024-12-03,2024,Q4,Dec,West,Consumer,Online,Software,Support Plan,D. Iyer,1,1605.82,1605.82,1095.91,509.91
ORD-1515,2024-07-08,2024,Q3,Jul,West,Consumer,Partner,Software,Support Plan,E. Nair,28,1125.23,31506.44,21761.18,9745.26
ORD-1516,2024-12-22,2024,Q4,Dec,North,SMB,Partner,Hardware,Server,E. Nair,9,428.72,3858.48,2622.83,1235.65
ORD-1517,2024-10-05,2024,Q4,Oct,North,Enterprise,Online,Services,Training,A. Rao,1,980.39,980.39,673.36,307.03
ORD-1518,2024-07-11,2024,Q3,Jul,West,Consumer,Online,Hardware,Server,E. Nair,21,470.39,9878.19,4761.04,5117.15
ORD-1519,2024-05-09,2024,Q2,May,West,SMB,Direct,Services,Implementation,D. Iyer,37,815.51,30173.87,16072.66,14101.21
ORD-1520,2024-10-09,2024,Q4,Oct,East,Enterprise,Online,Hardware,Workstation,C. Mehta,24,510.96,12263.04,7298.08,4964.96
ORD-1521,2024-12-27,2024,Q4,Dec,South,Enterprise,Direct,Services,Implementation,B. Khan,8,998.95,7991.6,4666.92,3324.68
ORD-1522,2024-09-17,2024,Q3,Sep,South,Consumer,Partner,Services,Training,F. Shah,40,974.59,38983.6,25808.58,13175.02
ORD-1523,2024-01-03,2024,Q1,Jan,South,SMB,Partner,Software,BI License,A. Rao,39,1273.47,49665.33,23304.17,26361.16
ORD-1524,2024-11-07,2024,Q4,Nov,North,SMB,Direct,Software,Support Plan,F. Shah,26,1402.06,36453.56,22101.85,14351.71
ORD-1525,2024-09-10,2024,Q3,Sep,South,Enterprise,Online,Services,Consulting,B. Khan,34,777.28,26427.52,12158.85,14268.67
ORD-1526,2024-12-11,2024,Q4,Dec,East,Enterprise,Partner,Software,Analytics Add-on,C. Mehta,1,1662.47,1662.47,791.42,871.05
ORD-1527,2024-12-08,2024,Q4,Dec,North,Consumer,Direct,Services,Training,E. Nair,13,888.52,11550.76,7751.46,3799.3
ORD-1528,2024-05-25,2024,Q2,May,South,Consumer,Online,Hardware,Peripheral,B. Khan,23,453.82,10437.86,7250.71,3187.15
ORD-1529,2024-08-20,2024,Q3,Aug,North,Enterprise,Online,Services,Implementation,C. Mehta,17,724.02,12308.34,7408.04,4900.3
ORD-1530,2024-06-23,2024,Q2,Jun,West,SMB,Partner,Software,Support Plan,E. Nair,35,1545.47,54091.45,33670.21,20421.24
ORD-1531,2024-09-04,2024,Q3,Sep,West,SMB,Direct,Software,Analytics Add-on,C. Mehta,30,1605.5,48165.0,34130.06,14034.94
ORD-1532,2024-02-04,2024,Q1,Feb,East,Enterprise,Online,Services,Implementation,E. Nair,15,1024.08,15361.2,8813.15,6548.05
ORD-1533,2024-01-05,2024,Q1,Jan,East,Enterprise,Direct,Hardware,Workstation,E. Nair,19,385.11,7317.09,4771.54,2545.55
ORD-1534,2024-04-01,2024,Q2,Apr,South,SMB,Partner,Services,Training,F. Shah,14,1069.27,14969.78,7944.8,7024.98
ORD-1535,2024-04-12,2024,Q2,Apr,South,Enterprise,Online,Software,Support Plan,C. Mehta,17,1108.88,18850.96,9629.64,9221.32
ORD-1536,2024-03-20,2024,Q1,Mar,North,Enterprise,Partner,Software,BI License,C. Mehta,32,1401.96,44862.72,30474.05,14388.67
ORD-1537,2024-11-13,2024,Q4,Nov,East,Consumer,Partner,Services,Training,B. Khan,18,875.59,15760.62,11746.68,4013.94
ORD-1538,2024-10-22,2024,Q4,Oct,East,Consumer,Partner,Software,BI License,F. Shah,28,1304.39,36522.92,22360.44,14162.48
ORD-1539,2024-03-30,2024,Q1,Mar,North,Consumer,Online,Services,Consulting,B. Khan,34,860.83,29268.22,19222.29,10045.93
ORD-1540,2024-07-13,2024,Q3,Jul,East,SMB,Direct,Hardware,Server,C. Mehta,24,525.45,12610.8,6657.37,5953.43
ORD-1541,2024-08-29,2024,Q3,Aug,East,SMB,Partner,Hardware,Workstation,D. Iyer,12,494.67,5936.04,3046.14,2889.9
ORD-1542,2024-05-23,2024,Q2,May,North,Consumer,Online,Services,Consulting,C. Mehta,9,1110.05,9990.45,6551.77,3438.68
ORD-1543,2024-04-30,2024,Q2,Apr,South,SMB,Partner,Hardware,Workstation,A. Rao,13,399.38,5191.94,3830.32,1361.62
ORD-1544,2024-03-31,2024,Q1,Mar,West,Enterprise,Partner,Services,Training,C. Mehta,34,896.31,30474.54,16600.04,13874.5
ORD-1545,2024-10-14,2024,Q4,Oct,East,SMB,Partner,Hardware,Server,F. Shah,7,546.45,3825.15,1790.21,2034.94
ORD-1546,2024-02-19,2024,Q1,Feb,East,SMB,Partner,Services,Implementation,A. Rao,17,813.26,13825.42,8545.56,5279.86
ORD-1547,2024-07-29,2024,Q3,Jul,South,Consumer,Partner,Software,Analytics Add-on,C. Mehta,39,1103.25,43026.75,26795.7,16231.05
ORD-1548,2024-06-15,2024,Q2,Jun,East,SMB,Partner,Hardware,Peripheral,F. Shah,29,600.2,17405.8,9822.46,7583.34
ORD-1549,2024-03-15,2024,Q1,Mar,North,SMB,Direct,Software,Support Plan,B. Khan,27,1414.52,38192.04,23736.02,14456.02
ORD-1550,2024-06-24,2024,Q2,Jun,West,SMB,Partner,Software,Analytics Add-on,D. Iyer,19,1471.51,27958.69,17659.14,10299.55
ORD-1551,2024-07-04,2024,Q3,Jul,North,Consumer,Direct,Hardware,Peripheral,F. Shah,29,471.78,13681.62,6911.49,6770.13
ORD-1552,2024-04-30,2024,Q2,Apr,North,Consumer,Direct,Hardware,Workstation,D. Iyer,6,416.85,2501.1,1423.41,1077.69
ORD-1553,2024-10-07,2024,Q4,Oct,East,SMB,Online,Software,BI License,B. Khan,34,1510.8,51367.2,24398.15,26969.05
ORD-1554,2024-02-13,2024,Q1,Feb,South,SMB,Direct,Hardware,Workstation,E. Nair,15,426.8,6402.0,3426.69,2975.31
ORD-1555,2024-03-28,2024,Q1,Mar,West,Consumer,Partner,Software,BI License,E. Nair,23,1579.47,36327.81,19891.67,16436.14
ORD-1556,2024-05-19,2024,Q2,May,West,Enterprise,Online,Hardware,Workstation,F. Shah,35,407.8,14273.0,8981.65,5291.35
ORD-1557,2024-11-23,2024,Q4,Nov,West,SMB,Partner,Hardware,Workstation,C. Mehta,31,505.71,15677.01,10839.28,4837.73
ORD-1558,2024-07-30,2024,Q3,Jul,South,SMB,Partner,Services,Consulting,C. Mehta,1,640.04,640.04,444.58,195.46
ORD-1559,2024-08-28,2024,Q3,Aug,North,Consumer,Partner,Hardware,Server,C. Mehta,32,615.68,19701.76,11685.51,8016.25
ORD-1560,2024-11-01,2024,Q4,Nov,West,Consumer,Partner,Software,BI License,B. Khan,24,1095.77,26298.48,18794.17,7504.31
ORD-1561,2024-03-24,2024,Q1,Mar,North,Consumer,Partner,Hardware,Peripheral,F. Shah,25,583.68,14592.0,7532.07,7059.93
ORD-1562,2024-05-02,2024,Q2,May,East,Consumer,Partner,Hardware,Peripheral,B. Khan,18,436.86,7863.48,5291.16,2572.32
ORD-1563,2024-02-05,2024,Q1,Feb,East,SMB,Online,Software,BI License,E. Nair,8,1418.56,11348.48,7209.9,4138.58
ORD-1564,2024-09-08,2024,Q3,Sep,South,Enterprise,Direct,Software,Analytics Add-on,C. Mehta,10,995.74,9957.4,6078.91,3878.49
ORD-1565,2024-05-17,2024,Q2,May,West,SMB,Direct,Software,Support Plan,C. Mehta,1,1127.62,1127.62,558.4,569.22
ORD-1566,2024-08-03,2024,Q3,Aug,North,SMB,Direct,Services,Training,A. Rao,30,974.53,29235.9,13434.51,15801.39
ORD-1567,2024-05-16,2024,Q2,May,East,Consumer,Partner,Services,Consulting,A. Rao,31,727.17,22542.27,16201.35,6340.92
ORD-1568,2024-03-03,2024,Q1,Mar,South,SMB,Partner,Hardware,Server,F. Shah,29,426.73,12375.17,9261.09,3114.08
ORD-1569,2024-02-18,2024,Q1,Feb,East,Enterprise,Direct,Hardware,Peripheral,F. Shah,31,465.06,14416.86,10644.89,3771.97
ORD-1570,2024-01-22,2024,Q1,Jan,South,Consumer,Partner,Hardware,Peripheral,A. Rao,8,428.39,3427.12,2198.69,1228.43
ORD-1571,2024-12-07,2024,Q4,Dec,East,Enterprise,Online,Software,BI License,A. Rao,28,1193.65,33422.2,16718.06,16704.14
ORD-1572,2024-07-21,2024,Q3,Jul,South,Enterprise,Partner,Software,BI License,A. Rao,38,1524.1,57915.8,34319.81,23595.99
ORD-1573,2024-05-07,2024,Q2,May,North,Enterprise,Direct,Software,Analytics Add-on,C. Mehta,40,1203.66,48146.4,35671.45,12474.95
ORD-1574,2024-11-26,2024,Q4,Nov,East,Consumer,Partner,Software,Support Plan,F. Shah,7,1050.6,7354.2,3822.73,3531.47
ORD-1575,2024-04-08,2024,Q2,Apr,North,SMB,Partner,Software,Support Plan,F. Shah,23,1481.57,34076.11,17897.08,16179.03
ORD-1576,2024-08-12,2024,Q3,Aug,East,Consumer,Partner,Hardware,Workstation,F. Shah,32,411.24,13159.68,6658.64,6501.04
ORD-1577,2024-08-27,2024,Q3,Aug,East,Consumer,Partner,Services,Implementation,E. Nair,11,673.06,7403.66,3675.97,3727.69
ORD-1578,2024-07-06,2024,Q3,Jul,North,Consumer,Online,Services,Consulting,C. Mehta,33,821.94,27124.02,13715.54,13408.48
ORD-1579,2024-11-13,2024,Q4,Nov,West,Consumer,Direct,Software,Analytics Add-on,E. Nair,5,1433.97,7169.85,4385.7,2784.15
